Level,No,English,Korean
Advanced,872,I want to practice English for 594 minutes today.,오늘은 영어를 594분 동안 연습하고 싶어요.
Advanced,873,I want to practice English for 595 minutes today.,오늘은 영어를 595분 동안 연습하고 싶어요.
Advanced,874,I want to practice English for 596 minutes today.,오늘은 영어를 596분 동안 연습하고 싶어요.
Advanced,875,I want to practice English for 597 minutes today.,오늘은 영어를 597분 동안 연습하고 싶어요.
Advanced,876,I want to practice English for 598 minutes today.,오늘은 영어를 598분 동안 연습하고 싶어요.
Advanced,877,I want to practice English for 599 minutes today.,오늘은 영어를 599분 동안 연습하고 싶어요.
Advanced,878,I want to practice English for 600 minutes today.,오늘은 영어를 600분 동안 연습하고 싶어요.
Advanced,879,I want to practice English for 601 minutes today.,오늘은 영어를 601분 동안 연습하고 싶어요.
Advanced,880,I want to practice English for 602 minutes today.,오늘은 영어를 602분 동안 연습하고 싶어요.
Advanced,881,I want to practice English for 603 minutes today.,오늘은 영어를 603분 동안 연습하고 싶어요.
Advanced,882,I want to practice English for 604 minutes today.,오늘은 영어를 604분 동안 연습하고 싶어요.
Advanced,883,I want to practice English for 605 minutes today.,오늘은 영어를 605분 동안 연습하고 싶어요.
Advanced,884,I want to practice English for 606 minutes today.,오늘은 영어를 606분 동안 연습하고 싶어요.
Advanced,885,I want to practice English for 607 minutes today.,오늘은 영어를 607분 동안 연습하고 싶어요.
Advanced,886,I want to practice English for 608 minutes today.,오늘은 영어를 608분 동안 연습하고 싶어요.
Advanced,887,I want to practice English for 609 minutes today.,오늘은 영어를 609분 동안 연습하고 싶어요.
Advanced,888,I want to practice English for 610 minutes today.,오늘은 영어를 610분 동안 연습하고 싶어요.
Advanced,889,I want to practice English for 611 minutes today.,오늘은 영어를 611분 동안 연습하고 싶어요.
Advanced,890,I want to practice English for 612 minutes today.,오늘은 영어를 612분 동안 연습하고 싶어요.
Advanced,891,I want to practice English for 613 minutes today.,오늘은 영어를 613분 동안 연습하고 싶어요.
Advanced,892,I want to practice English for 614 minutes today.,오늘은 영어를 614분 동안 연습하고 싶어요.
Advanced,893,I want to practice English for 615 minutes today.,오늘은 영어를 615분 동안 연습하고 싶어요.
Advanced,894,I want to practice English for 616 minutes today.,오늘은 영어를 616분 동안 연습하고 싶어요.
Advanced,895,I want to practice English for 617 minutes today.,오늘은 영어를 617분 동안 연습하고 싶어요.
Advanced,896,I want to practice English for 618 minutes today.,오늘은 영어를 618분 동안 연습하고 싶어요.
Advanced,897,I want to practice English for 619 minutes today.,오늘은 영어를 619분 동안 연습하고 싶어요.
Advanced,898,I want to practice English for 620 minutes today.,오늘은 영어를 620분 동안 연습하고 싶어요.
Advanced,899,I want to practice English for 621 minutes today.,오늘은 영어를 621분 동안 연습하고 싶어요.
Advanced,900,I want to practice English for 622 minutes today.,오늘은 영어를 622분 동안 연습하고 싶어요.
Advanced,901,I want to practice English for 623 minutes today.,오늘은 영어를 623분 동안 연습하고 싶어요.
Advanced,902,I want to practice English for 624 minutes today.,오늘은 영어를 624분 동안 연습하고 싶어요.
Advanced,903,I want to practice English for 625 minutes today.,오늘은 영어를 625분 동안 연습하고 싶어요.
Advanced,904,I want to practice English for 626 minutes today.,오늘은 영어를 626분 동안 연습하고 싶어요.
Advanced,905,I want to practice English for 627 minutes today.,오늘은 영어를 627분 동안 연습하고 싶어요.
Advanced,906,I want to practice English for 628 minutes today.,오늘은 영어를 628분 동안 연습하고 싶어요.
Advanced,907,I want to practice English for 629 minutes today.,오늘은 영어를 629분 동안 연습하고 싶어요.
Advanced,908,I want to practice English for 630 minutes today.,오늘은 영어를 630분 동안 연습하고 싶어요.
Advanced,909,I want to practice English for 631 minutes today.,오늘은 영어를 631분 동안 연습하고 싶어요.
Advanced,910,I want to practice English for 632 minutes today.,오늘은 영어를 632분 동안 연습하고 싶어요.
Advanced,911,I want to practice English for 633 minutes today.,오늘은 영어를 633분 동안 연습하고 싶어요.
Advanced,912,I want to practice English for 634 minutes today.,오늘은 영어를 634분 동안 연습하고 싶어요.
Advanced,913,I want to practice English for 635 minutes today.,오늘은 영어를 635분 동안 연습하고 싶어요.
Advanced,914,I want to practice English for 636 minutes today.,오늘은 영어를 636분 동안 연습하고 싶어요.
Advanced,915,I want to practice English for 637 minutes today.,오늘은 영어를 637분 동안 연습하고 싶어요.
Advanced,916,I want to practice English for 638 minutes today.,오늘은 영어를 638분 동안 연습하고 싶어요.
Advanced,917,I want to practice English for 639 minutes today.,오늘은 영어를 639분 동안 연습하고 싶어요.
Advanced,918,I want to practice English for 640 minutes today.,오늘은 영어를 640분 동안 연습하고 싶어요.
Advanced,919,I want to practice English for 641 minutes today.,오늘은 영어를 641분 동안 연습하고 싶어요.
Advanced,920,I want to practice English for 642 minutes today.,오늘은 영어를 642분 동안 연습하고 싶어요.
Advanced,921,I want to practice English for 643 minutes today.,오늘은 영어를 643분 동안 연습하고 싶어요.
Advanced,922,I want to practice English for 644 minutes today.,오늘은 영어를 644분 동안 연습하고 싶어요.
Advanced,923,I want to practice English for 645 minutes today.,오늘은 영어를 645분 동안 연습하고 싶어요.
Advanced,924,I want to practice English for 646 minutes today.,오늘은 영어를 646분 동안 연습하고 싶어요.
Advanced,925,I want to practice English for 647 minutes today.,오늘은 영어를 647분 동안 연습하고 싶어요.
Advanced,926,I want to practice English for 648 minutes today.,오늘은 영어를 648분 동안 연습하고 싶어요.
Advanced,927,I want to practice English for 649 minutes today.,오늘은 영어를 649분 동안 연습하고 싶어요.
Advanced,928,I want to practice English for 650 minutes today.,오늘은 영어를 650분 동안 연습하고 싶어요.
Advanced,929,I want to practice English for 651 minutes today.,오늘은 영어를 651분 동안 연습하고 싶어요.
Advanced,930,I want to practice English for 652 minutes today.,오늘은 영어를 652분 동안 연습하고 싶어요.
Advanced,931,I want to practice English for 653 minutes today.,오늘은 영어를 653분 동안 연습하고 싶어요.
Advanced,932,I want to practice English for 654 minutes today.,오늘은 영어를 654분 동안 연습하고 싶어요.
Advanced,933,I want to practice English for 655 minutes today.,오늘은 영어를 655분 동안 연습하고 싶어요.
Advanced,934,I want to practice English for 656 minutes today.,오늘은 영어를 656분 동안 연습하고 싶어요.
Advanced,935,I want to practice English for 657 minutes today.,오늘은 영어를 657분 동안 연습하고 싶어요.
Advanced,936,I want to practice English for 658 minutes today.,오늘은 영어를 658분 동안 연습하고 싶어요.
Advanced,937,I want to practice English for 659 minutes today.,오늘은 영어를 659분 동안 연습하고 싶어요.
Advanced,938,I want to practice English for 660 minutes today.,오늘은 영어를 660분 동안 연습하고 싶어요.
Advanced,939,I want to practice English for 661 minutes today.,오늘은 영어를 661분 동안 연습하고 싶어요.
Advanced,940,I want to practice English for 662 minutes today.,오늘은 영어를 662분 동안 연습하고 싶어요.
Advanced,941,I want to practice English for 663 minutes today.,오늘은 영어를 663분 동안 연습하고 싶어요.
Advanced,942,I want to practice English for 664 minutes today.,오늘은 영어를 664분 동안 연습하고 싶어요.
Advanced,943,I want to practice English for 665 minutes today.,오늘은 영어를 665분 동안 연습하고 싶어요.
Advanced,944,I want to practice English for 666 minutes today.,오늘은 영어를 666분 동안 연습하고 싶어요.
Advanced,945,I want to practice English for 667 minutes today.,오늘은 영어를 667분 동안 연습하고 싶어요.
Advanced,946,I want to practice English for 668 minutes today.,오늘은 영어를 668분 동안 연습하고 싶어요.
Advanced,947,I want to practice English for 669 minutes today.,오늘은 영어를 669분 동안 연습하고 싶어요.
Advanced,948,I want to practice English for 670 minutes today.,오늘은 영어를 670분 동안 연습하고 싶어요.
Advanced,949,I want to practice English for 671 minutes today.,오늘은 영어를 671분 동안 연습하고 싶어요.
Advanced,950,I want to practice English for 672 minutes today.,오늘은 영어를 672분 동안 연습하고 싶어요.
Advanced,951,I want to practice English for 673 minutes today.,오늘은 영어를 673분 동안 연습하고 싶어요.
Advanced,952,I want to practice English for 674 minutes today.,오늘은 영어를 674분 동안 연습하고 싶어요.
Advanced,953,I want to practice English for 675 minutes today.,오늘은 영어를 675분 동안 연습하고 싶어요.
Advanced,954,I want to practice English for 676 minutes today.,오늘은 영어를 676분 동안 연습하고 싶어요.
Advanced,955,I want to practice English for 677 minutes today.,오늘은 영어를 677분 동안 연습하고 싶어요.
Advanced,956,I want to practice English for 678 minutes today.,오늘은 영어를 678분 동안 연습하고 싶어요.
Advanced,957,I want to practice English for 679 minutes today.,오늘은 영어를 679분 동안 연습하고 싶어요.
Advanced,958,I want to practice English for 680 minutes today.,오늘은 영어를 680분 동안 연습하고 싶어요.
